index,response,normalized_overlap_trace_mean,normalized_overlap_trace_std,invariant_normalized_overlap_mean,invariant_normalized_overlap_std,invariant_overlap_rank_mean,invariant_overlap_rank_std,overlap_effective_rank_mean,overlap_effective_rank_std,supported_contrast_fraction_mean,supported_contrast_fraction_std,overlap_weighted_head_energy_mean,overlap_weighted_head_energy_std,pairwise_penalty_contribution_mean,pairwise_penalty_contribution_std
0,JAM2,0.4455380262001962,0.05655119423261615,0.6951574110938309,0.02417633716013381,8.0,0.0,3.891852105888706,0.3352290661153072,0.4608191994417883,0.06534538067203019,0.10123086574295578,0.028365296526822955,0.00010535079289468647,1.899772585848868e-05
1,SH2D2A,0.5293511342460342,0.03874315328644527,0.7272030763725621,0.01599313513111696,8.0,0.0,4.1634465473118905,0.24946682483646057,0.5025285221844146,0.0529804361741667,0.07316684643499409,0.053933711853143114,9.933867371762877e-05,2.3680506509180552e-05
