index,response,left_tissue,right_tissue,normalized_overlap_trace_mean,normalized_overlap_trace_std,overlap_effective_rank_mean,overlap_effective_rank_std,supported_contrast_fraction_mean,supported_contrast_fraction_std,overlap_weighted_head_energy_mean,overlap_weighted_head_energy_std,pairwise_penalty_contribution_mean,pairwise_penalty_contribution_std,overlap_eigenvalue_1_mean,overlap_eigenvalue_1_std,overlap_eigenvalue_2_mean,overlap_eigenvalue_2_std,overlap_eigenvalue_3_mean,overlap_eigenvalue_3_std,overlap_eigenvalue_4_mean,overlap_eigenvalue_4_std,overlap_eigenvalue_5_mean,overlap_eigenvalue_5_std,overlap_eigenvalue_6_mean,overlap_eigenvalue_6_std,overlap_eigenvalue_7_mean,overlap_eigenvalue_7_std,overlap_eigenvalue_8_mean,overlap_eigenvalue_8_std
35,JAM2,brain_cerebellum,brain_frontal_cortex_ba9,0.37697195382820553,0.0744627813734963,4.375025696609799,0.4419689895660566,0.423967253999165,0.10846719487965427,0.11218844306528844,0.042236194696998464,0.00010481681426951121,2.3402209693145305e-05,0.853237848755135,0.31551706847686656,0.45047552045897704,0.1592292291562928,0.2809805214353366,0.08158471555029687,0.1776783520527053,0.037965200390387886,0.1088971772772015,0.020681582048055043,0.06771931869002872,0.011723200545378891,0.04214007479425016,0.005814326526390905,0.025336070595000225,0.004505848369237164
36,JAM2,brain_cerebellum,brain_hypothalamus,0.4228094852586944,0.07929786341276425,3.9600094461080024,0.38249282994258893,0.4148195613290353,0.09090547072452435,0.12811615144952399,0.05255385797619404,0.0001006103259454122,2.5577846995245095e-05,1.1332922374675225,0.36091117784503807,0.5154590919111965,0.14934308774888871,0.30386285828805515,0.08822654216002183,0.18885242613859893,0.043484326529356604,0.11844804795682236,0.02372271587652531,0.07452788893484548,0.014439204292949296,0.04764702876489696,0.007027180384370017,0.028389175210414647,0.005084385535012376
37,JAM2,brain_cerebellum,brain_nucleus_accumbens_basal_ganglia,0.37064512082038964,0.07626704503165525,4.0497091145312405,0.4388220570219916,0.3983503690559553,0.09959668100767397,0.15822594882090904,0.060088207736717116,0.000132804612016785,3.2036306619234095e-05,1.0688535164292594,0.3799385024280243,0.5154916725197903,0.1504852625540519,0.28933456818152176,0.07814906738171384,0.18718240555085525,0.04251823538409791,0.11357456075678632,0.02441094487930888,0.0728142212622728,0.013618135702450594,0.04476648201457734,0.0064639770448405905,0.02713503114423697,0.004361640799651589
38,JAM2,brain_cerebellum,brain_putamen_basal_ganglia,0.35926042154724847,0.08211261871882404,4.1411445880845745,0.47398610225329435,0.3960023265897811,0.1255881385902265,0.09401710003099227,0.032566720082969604,8.476987976173403e-05,2.0760462839558662e-05,1.0193996262444442,0.423991856736267,0.45983626846291115,0.15791796156791663,0.2771940283296689,0.07839302529095603,0.17393568366008436,0.03944176208694404,0.1073133740225247,0.020370621588266476,0.0683673431961728,0.011123874764558523,0.04380631949511863,0.006838584676599677,0.025716895745471265,0.0035524424865095708
39,JAM2,brain_cerebellum,brain_spinal_cord_cervical_c-1,0.38439764864556614,0.07527343997395414,3.9247452459688787,0.39551266239532124,0.45835732898692266,0.07650133060340478,0.09462284815231455,0.031108205990394013,8.997926578855345e-05,2.2144171207074458e-05,1.1358141686178767,0.35242317938798007,0.5263194976630011,0.15517844474797443,0.3097315658710231,0.08053599425573087,0.1919855639834268,0.0453515897129459,0.11704351410005205,0.024500067726749692,0.07406245762645247,0.013739731314591998,0.046900721551513855,0.007310539292998686,0.027666216978932436,0.004278792057285129
40,JAM2,brain_cortex,brain_frontal_cortex_ba9,0.7147515451126386,0.04137156302105505,2.807556220895211,0.21747512057750498,0.7101767532430268,0.0548543577402366,0.11528755736910759,0.02773037097140611,0.00016798815180524656,5.318865400166245e-05,1.7535574075268392,0.3953204344471079,0.5690736891994665,0.13607657359317063,0.3249430673115664,0.07603323254882297,0.20233684623550166,0.04281271209885482,0.1203180920373362,0.02007140306085044,0.07186633919996889,0.013377018521405253,0.043263933611877706,0.0055074104513531015,0.025614070027886505,0.003974213259535707
41,JAM2,brain_cortex,brain_hypothalamus,0.4998224095450925,0.07576763748199684,4.104627081124474,0.5760447121774138,0.5201804468289579,0.13690777677598256,0.15488923667296808,0.05426496407979964,0.0001443551076781595,3.309713164307173e-05,1.1783909611492738,0.4230601483245046,0.46934156751749667,0.13493545052638148,0.31266572509426294,0.07805921584215479,0.2086483712773048,0.04662286336116718,0.13129061368300482,0.02200205950900743,0.07850704290387764,0.013254138714268537,0.0498099283347561,0.00645218287548893,0.03038813394813288,0.0055472970283290055
42,JAM2,brain_cortex,brain_nucleus_accumbens_basal_ganglia,0.44538421791126687,0.07248927424669091,4.050694442881314,0.5271074325913855,0.4825196807398025,0.09450147177176217,0.12867021534572318,0.04348160989627841,0.00013728307954164018,3.524393534106702e-05,1.1391136261368673,0.41084188767075325,0.5000288631460259,0.13386939438753043,0.30544758816520395,0.06903749977339398,0.20160696584832713,0.0449206754648716,0.12460965205400024,0.024030076413042004,0.0745478978202812,0.011846114975847569,0.04742000592487141,0.005925089776147864,0.029346787683698406,0.005069425632103441
43,JAM2,brain_cortex,brain_putamen_basal_ganglia,0.4512589401651895,0.07047439085857392,4.006543481247176,0.5009934537558037,0.506758807430031,0.09473252367188263,0.09495165600340935,0.03218960845370841,0.00010471840709085764,2.4882297635853626e-05,1.1403225212743515,0.4118052491805823,0.4701240052987451,0.13290792858271033,0.29167259545050983,0.06938164896623092,0.19009432489722256,0.039716941596410316,0.11670171147948942,0.024501882517978472,0.07189383590898013,0.010167326253627224,0.0446887805946294,0.0053797036821682616,0.02791226855047709,0.004159385198489702
44,JAM2,brain_cortex,brain_spinal_cord_cervical_c-1,0.4681293669811608,0.06168063256861283,3.9234316129415325,0.4507621940167899,0.5604413522632055,0.09184318538268492,0.10409097043654802,0.03504268728577679,0.00011728075012153786,3.43772663165558e-05,1.2818844931365079,0.36388232505395296,0.5178077508139001,0.13746341670173462,0.31975594778285416,0.07982515588891555,0.20426645059162282,0.048209717807764445,0.12854423497218784,0.0234795021081431,0.07832843705546372,0.014444784210694834,0.049780313492155906,0.0064055303334798015,0.03026354412035066,0.004826556965547532
45,JAM2,brain_frontal_cortex_ba9,brain_hypothalamus,0.49662845343528533,0.07200342115118774,4.248968746664268,0.5531188862589949,0.4584706706264772,0.08840215957428493,0.15114101017081744,0.05587098150607082,0.0001326008680006398,2.933478219492717e-05,1.0937625404146674,0.4019800016925843,0.48691961383674054,0.13822314676678682,0.3321729805748803,0.08562679925909669,0.22976582187777317,0.05231564635205748,0.13967452880221418,0.02493396733276503,0.08741074152840903,0.016117512620597168,0.05184582171243286,0.007501126325576251,0.03168289930019863,0.006044754459551159
46,JAM2,brain_frontal_cortex_ba9,brain_nucleus_accumbens_basal_ganglia,0.4217293546843511,0.0630682652980201,4.356777375823826,0.4916751794097901,0.3920074449740912,0.08032055401187295,0.12629315225573007,0.0523284952595617,0.00012408589321603075,2.3167420461148625e-05,0.9949591012942385,0.3372845370738679,0.4797660093589034,0.12413576386860437,0.3182416570371927,0.07958225809565314,0.2223942739645998,0.046021873044091235,0.13257307918298397,0.025834316451197395,0.08052141965979112,0.014865491853362105,0.050294629633989174,0.0067719804738419626,0.03059310747700623,0.004931501280732558
47,JAM2,brain_frontal_cortex_ba9,brain_putamen_basal_ganglia,0.4464926526486992,0.06209002252003748,4.107589846047111,0.5141870937461543,0.4967952335467432,0.08222845917251981,0.07607987757086043,0.02897700539769539,8.850359769646908e-05,1.9770570324287534e-05,1.0976133342624084,0.38261832803092166,0.4577418626561636,0.11999659701435278,0.3115300220647819,0.07917337720227746,0.20727980677723806,0.045876587052137985,0.12388607843647177,0.024465188905416217,0.07783982479700549,0.012160023262884411,0.04747929247186271,0.006070363018887929,0.028864689974954262,0.004275023571991908
48,JAM2,brain_frontal_cortex_ba9,brain_spinal_cord_cervical_c-1,0.4531226762006936,0.06405333384281944,4.132981674954642,0.5011491912108545,0.45944851090534405,0.07004931085727313,0.11536816177279027,0.04513865898864501,0.00010746722807658123,3.1895459098134806e-05,1.191908629925161,0.3687084994712173,0.4862089957259025,0.1317087859876476,0.3346804349250091,0.08945896049600963,0.22220139856956442,0.04795592909863308,0.13810402056951113,0.02502759993424016,0.08526806924095415,0.015735443916109017,0.05344265565522928,0.007989767379360543,0.031630600940472146,0.005187072968938734
49,JAM2,brain_hypothalamus,brain_nucleus_accumbens_basal_ganglia,0.5348801911444286,0.06783743968675825,3.4904801359727626,0.2720149414518404,0.596463117206007,0.08661837749683812,0.04305998234631355,0.010331525791106824,5.386952726533896e-05,1.935098624347933e-05,1.5368909160256259,0.4034858130290344,0.5997180378518109,0.16568107293813317,0.35764576936823683,0.08674434338283804,0.2423734028239975,0.05890726611088526,0.14436260266285827,0.03160102589725202,0.09164565167597621,0.016214736191108643,0.056512396071213375,0.008394384378193332,0.03476508263766282,0.006927963865115087
