method,tissue,standardized_mse,raw_mse,selected_coupling,fit_seconds,train,validation,test,response,test_fold,cv_repeat,standardized_sse,raw_sse
Pool,brain_spinal_cord_cervical_c-1,0.1932455779598931,0.0869596567085966,0.0,6.394344045780599,94,36,29,JAM2,2,0,5.6041217608369,2.521830044549301
STL,brain_amygdala,0.2117970535423101,0.0596339538323209,0.0,21.720747912302613,84,36,32,JAM2,2,0,6.777505713353923,1.908286522634269
STL,brain_anterior_cingulate_cortex_ba24,0.4073655143680809,0.0710912555351793,0.0,21.720747912302613,98,40,38,JAM2,2,0,15.479889545987074,2.7014677103368134
STL,brain_caudate_basal_ganglia,0.3044225709416253,0.0757125010492598,0.0,21.720747912302613,148,49,49,JAM2,2,0,14.916705976139639,3.7099125514137303
STL,brain_cerebellar_hemisphere,0.1844421768076352,0.0516904458991863,0.0,21.720747912302613,128,45,42,JAM2,2,0,7.746571425920678,2.170998727765825
STL,brain_cerebellum,0.1085355097474404,0.0270219035171809,0.0,21.720747912302613,146,52,43,JAM2,2,0,4.667026919139937,1.1619418512387787
STL,brain_cortex,0.7278503432754624,0.1406845124303508,0.0,21.720747912302613,154,53,48,JAM2,2,0,34.936816477222195,6.752856596656838
STL,brain_frontal_cortex_ba9,0.4574827057407695,0.06896840605111,0.0,21.720747912302613,126,46,37,JAM2,2,0,16.92686011240847,2.55183102389107
STL,brain_hypothalamus,0.3456055484616356,0.1000729012511275,0.0,21.720747912302613,118,45,39,JAM2,2,0,13.478616390003788,3.9028431487939725
STL,brain_nucleus_accumbens_basal_ganglia,0.260419342891933,0.0827672614442324,0.0,21.720747912302613,144,52,50,JAM2,2,0,13.020967144596652,4.13836307221162
STL,brain_putamen_basal_ganglia,0.1573522069986413,0.0360287604369436,0.0,21.720747912302613,123,42,40,JAM2,2,0,6.294088279945652,1.4411504174777439
STL,brain_spinal_cord_cervical_c-1,0.1875656812021773,0.0844037282500745,0.0,21.720747912302613,94,36,29,JAM2,2,0,5.4394047548631415,2.4477081192521606
MMoE,brain_amygdala,0.2759500672420342,0.0776969900889105,0.0,26.57048422377557,84,36,32,JAM2,2,0,8.830402151745094,2.486303682845136
MMoE,brain_anterior_cingulate_cortex_ba24,0.3238616814916009,0.0565186122656638,0.0,26.57048422377557,98,40,38,JAM2,2,0,12.306743896680834,2.1477072660952246
MMoE,brain_caudate_basal_ganglia,0.2908981233825665,0.0723488550921332,0.0,26.57048422377557,148,49,49,JAM2,2,0,14.254008045745758,3.5450938995145265
MMoE,brain_cerebellar_hemisphere,0.1760088749628341,0.0493269890136452,0.0,26.57048422377557,128,45,42,JAM2,2,0,7.3923727484390325,2.071733538573098
MMoE,brain_cerebellum,0.1367148091597935,0.0340376563493577,0.0,26.57048422377557,146,52,43,JAM2,2,0,5.878736793871121,1.4636192230223812
MMoE,brain_cortex,0.8262700731472471,0.1597078347911383,0.0,26.57048422377557,154,53,48,JAM2,2,0,39.66096351106786,7.665976069974638
MMoE,brain_frontal_cortex_ba9,0.3541423022844306,0.0533891878257528,0.0,26.57048422377557,126,46,37,JAM2,2,0,13.103265184523933,1.9753999495528536
MMoE,brain_hypothalamus,0.3730821051720013,0.1080289620222486,0.0,26.57048422377557,118,45,39,JAM2,2,0,14.55020210170805,4.213129518867695
MMoE,brain_nucleus_accumbens_basal_ganglia,0.2279413740785034,0.0724450153848287,0.0,26.57048422377557,144,52,50,JAM2,2,0,11.39706870392517,3.6222507692414347
MMoE,brain_putamen_basal_ganglia,0.1930670599280458,0.0442063507280369,0.0,26.57048422377557,123,42,40,JAM2,2,0,7.722682397121831,1.7682540291214761
MMoE,brain_spinal_cord_cervical_c-1,0.1704221467464633,0.0766892134509297,0.0,26.57048422377557,94,36,29,JAM2,2,0,4.942242255647436,2.2239871900769614
HPS,brain_amygdala,0.2100839249631049,0.0591516023128238,0.0,8.473957751877606,84,36,32,JAM2,2,0,6.722685598819357,1.8928512740103616
HPS,brain_anterior_cingulate_cortex_ba24,0.35458201610584,0.0618797611139527,0.0,8.473957751877606,98,40,38,JAM2,2,0,13.47411661202192,2.3514309223302026
HPS,brain_caudate_basal_ganglia,0.2625012928515003,0.0652863200943874,0.0,8.473957751877606,148,49,49,JAM2,2,0,12.862563349723516,3.1990296846249824
HPS,brain_cerebellar_hemisphere,0.2362963421270767,0.066222723567366,0.0,8.473957751877606,128,45,42,JAM2,2,0,9.924446369337222,2.7813543898293718
HPS,brain_cerebellum,0.1382440372941357,0.0344183857087914,0.0,8.473957751877606,146,52,43,JAM2,2,0,5.944493603647835,1.4799905854780304
HPS,brain_cortex,0.6530330799266704,0.1262232563316992,0.0,8.473957751877606,154,53,48,JAM2,2,0,31.345587836480178,6.058716303921562
HPS,brain_frontal_cortex_ba9,0.3796811380334308,0.0572393285456246,0.0,8.473957751877606,126,46,37,JAM2,2,0,14.04820210723694,2.11785515618811
HPS,brain_hypothalamus,0.3657225384326708,0.1058979395348077,0.0,8.473957751877606,118,45,39,JAM2,2,0,14.26317899887416,4.1300196418575
HPS,brain_nucleus_accumbens_basal_ganglia,0.2219601012129675,0.0705440291925836,0.0,8.473957751877606,144,52,50,JAM2,2,0,11.098005060648376,3.52720145962918
HPS,brain_putamen_basal_ganglia,0.2085153925211417,0.0477435383198937,0.0,8.473957751877606,123,42,40,JAM2,2,0,8.340615700845667,1.9097415327957479
HPS,brain_spinal_cord_cervical_c-1,0.2087702067345008,0.0939456711003384,0.0,8.473957751877606,94,36,29,JAM2,2,0,6.054335995300524,2.7244244619098135
COVER,brain_amygdala,0.1593521854279352,0.0448674838009046,0.3,21.739294601604342,84,36,32,JAM2,2,0,5.099269933693926,1.4357594816289472
COVER,brain_anterior_cingulate_cortex_ba24,0.2663787911779671,0.0464870050233905,0.3,21.739294601604342,98,40,38,JAM2,2,0,10.12239406476275,1.766506190888839
COVER,brain_caudate_basal_ganglia,0.2589996759563123,0.064415437978022,0.3,21.739294601604342,148,49,49,JAM2,2,0,12.690984121859302,3.156356460923078
COVER,brain_cerebellar_hemisphere,0.2575469829209558,0.0721782762359115,0.3,21.739294601604342,128,45,42,JAM2,2,0,10.816973282680143,3.031487601908283
COVER,brain_cerebellum,0.160669514403773,0.0400016190689467,0.3,21.739294601604342,146,52,43,JAM2,2,0,6.908789119362239,1.720069619964708
COVER,brain_cortex,0.6362101060734381,0.1229715825555767,0.3,21.739294601604342,154,53,48,JAM2,2,0,30.538085091525026,5.902635962667682
COVER,brain_frontal_cortex_ba9,0.2471445904093546,0.0372586072671044,0.3,21.739294601604342,126,46,37,JAM2,2,0,9.14434984514612,1.3785684688828628
COVER,brain_hypothalamus,0.3461514520738683,0.1002309720880188,0.3,21.739294601604342,118,45,39,JAM2,2,0,13.499906630880865,3.909007911432733
COVER,brain_nucleus_accumbens_basal_ganglia,0.2145931024585184,0.0682026274165187,0.3,21.739294601604342,144,52,50,JAM2,2,0,10.72965512292592,3.4101313708259346
COVER,brain_putamen_basal_ganglia,0.1965094841179762,0.0449945587794334,0.3,21.739294601604342,123,42,40,JAM2,2,0,7.860379364719048,1.7997823511773359
COVER,brain_spinal_cord_cervical_c-1,0.2110534052304487,0.0949731003409,0.3,21.739294601604342,94,36,29,JAM2,2,0,6.120548751683012,2.7542199098860998
Pool,brain_amygdala,0.2080097669456771,0.0658141760080606,0.0,6.470966445282102,88,28,36,JAM2,3,0,7.488351610044376,2.3693103362901815
Pool,brain_anterior_cingulate_cortex_ba24,0.5654688047145605,0.0937554975210762,0.0,6.470966445282102,105,31,40,JAM2,3,0,22.61875218858242,3.750219900843048
Pool,brain_caudate_basal_ganglia,0.2738831565094016,0.0582905235935543,0.0,6.470966445282102,148,49,49,JAM2,3,0,13.420274668960678,2.8562356560841606
Pool,brain_cerebellar_hemisphere,0.1113057269972353,0.0335477379918914,0.0,6.470966445282102,128,42,45,JAM2,3,0,5.008757714875588,1.5096482096351131
Pool,brain_cerebellum,0.45209993864323,0.0924557652133023,0.0,6.470966445282102,142,47,52,JAM2,3,0,23.50919680944796,4.80769979109172
Pool,brain_cortex,0.1997191219735204,0.0446316974194064,0.0,6.470966445282102,153,49,53,JAM2,3,0,10.585113464596581,2.3654799632285393
Pool,brain_frontal_cortex_ba9,0.7683413326137355,0.1054644636101077,0.0,6.470966445282102,123,40,46,JAM2,3,0,35.343701300231835,4.851365326064954
Pool,brain_hypothalamus,0.369760163430549,0.112629436448838,0.0,6.470966445282102,120,37,45,JAM2,3,0,16.639207354374705,5.06832464019771
