left_tissue,right_tissue,overlap_trace,normalized_overlap_trace,invariant_normalized_overlap,invariant_overlap_rank,overlap_effective_rank,minimum_overlap_eigenvalue,maximum_overlap_eigenvalue,unweighted_head_distance,average_moment_head_energy,overlap_weighted_head_energy,supported_contrast_fraction,selected_coupling,pairwise_penalty_contribution,overlap_eigenvalue_1,overlap_eigenvalue_2,overlap_eigenvalue_3,overlap_eigenvalue_4,overlap_eigenvalue_5,overlap_eigenvalue_6,overlap_eigenvalue_7,overlap_eigenvalue_8,response,test_fold,cv_repeat
brain_caudate_basal_ganglia,brain_cerebellum,1.7819731132871377,0.2664046384738666,0.6254909712530405,8,4.982395935189086,0.0162443487924388,0.5232314667298507,0.2943649948679996,0.7636823432906293,0.1256809954247362,0.1645723467733843,0.1,0.0001142554503861,0.5232314667298507,0.4532420462546669,0.2819439689132942,0.2009669521284094,0.1688653644174672,0.07192480122793,0.06555416482308,0.0162443487924388,JAM2,0,0
brain_caudate_basal_ganglia,brain_cortex,2.8075460564038126,0.355212420375283,0.6907068830694755,8,4.038425806461752,0.0139519005978975,1.1424450112044902,0.2339308150041216,0.5139694601858006,0.1468778613151228,0.2857715733966494,0.1,0.0001335253284682,1.1424450112044902,0.5775187132257764,0.4098963669088017,0.3145713031579293,0.167175366202519,0.1179009391009539,0.0640864560054441,0.0139519005978975,JAM2,0,0
brain_caudate_basal_ganglia,brain_frontal_cortex_ba9,2.935838859761135,0.4030950611540524,0.7318565829606493,8,4.233065842486144,0.0135251125244594,1.0601882384484418,0.1370038326694129,0.1965373107811954,0.0722388955011035,0.3675581761751432,0.1,6.567172318282138e-05,1.0601882384484418,0.7589009208674213,0.4232689390923774,0.3344823774447515,0.1687549422652322,0.1096628098556694,0.067055519262782,0.0135251125244594,JAM2,0,0
brain_caudate_basal_ganglia,brain_hypothalamus,3.20672912846411,0.4215241682614241,0.7033258562236444,8,3.838028691906192,0.0152477327871462,1.367714142186475,0.1966812119826849,0.6814679555843046,0.2213607456809406,0.3248292804775265,0.1,0.0002012370415281,1.367714142186475,0.6514359356604196,0.4493895627528799,0.3575590575970137,0.2000483274964149,0.0990888304668298,0.0662455395169314,0.0152477327871462,JAM2,0,0
brain_caudate_basal_ganglia,brain_nucleus_accumbens_basal_ganglia,4.546667656240116,0.536989428109703,0.768905602056791,8,2.2623203780049628,0.0180998491074477,2.919525465019799,0.1171460227241003,0.1511568752120132,0.0702361879007559,0.4646575804259145,0.1,6.385107990977813e-05,2.919525465019799,0.557790415803383,0.3798220794707998,0.3406980291319001,0.170856781547528,0.0900585402707054,0.0698164958885526,0.0180998491074477,JAM2,0,0
brain_caudate_basal_ganglia,brain_putamen_basal_ganglia,7.249986857286904,0.8493708166186934,0.9116751484696092,8,1.834026410379607,0.0158797137333481,5.234073319600926,0.0323720404705319,0.0768824862320657,0.0638846479122232,0.830938891848408,0.1,5.807695264747564e-05,5.234073319600926,1.0013625241034627,0.3711220650661096,0.2827257071737536,0.1646857524549478,0.0910418795383421,0.0890958956160145,0.0158797137333481,JAM2,0,0
brain_caudate_basal_ganglia,brain_spinal_cord_cervical_c-1,4.010794822398257,0.5091799050663992,0.6769071077974704,8,2.755145859088642,0.0184959845917912,2.257977173971786,0.1395949248522028,0.2411090186736453,0.1304091464389928,0.5408721214842193,0.1,0.0001185537694899,2.257977173971786,0.6240900083949272,0.4609014731455378,0.3094536191997513,0.1615406649004716,0.0996918790157177,0.078644019178274,0.0184959845917912,JAM2,0,0
brain_cerebellar_hemisphere,brain_cerebellum,2.999157391999277,0.5447052268679408,0.7807777403058019,8,2.432795629764904,0.0196298659032592,1.8439445019290144,0.1455399672581796,0.2469204253749807,0.1380771356786752,0.5591968970124168,0.1,0.0001255246687987,1.8439445019290144,0.3438727748122774,0.3338092577400329,0.2033089430298528,0.1329760315428022,0.0803482915958688,0.0412677254461694,0.0196298659032592,JAM2,0,0
brain_cerebellar_hemisphere,brain_cortex,2.175468692722722,0.3236871885166696,0.6216176468766562,8,4.261466392104407,0.0171736036270398,0.8424242472689916,0.3509228437762282,0.4372215372027137,0.1285456557316323,0.2940057723460987,0.1,0.0001168596870287,0.8424242472689916,0.4424886011177961,0.3110300530055968,0.2728555075879451,0.1537041794220946,0.0874846145547469,0.0483078861385106,0.0171736036270398,JAM2,0,0
brain_cerebellar_hemisphere,brain_frontal_cortex_ba9,2.301749073747367,0.3773180207504332,0.6456996481750501,8,3.908673567403853,0.0164926364958359,0.9746928521560232,0.3682030071537482,0.5841911460910003,0.156106195811484,0.2672176681485809,0.1,0.0001419147234649,0.9746928521560232,0.4607375292952501,0.3355703884142492,0.2044906597159069,0.1615807895216261,0.1002716617888696,0.0479125563596059,0.0164926364958359,JAM2,0,0
brain_cerebellar_hemisphere,brain_hypothalamus,2.506618828068923,0.3901650180108208,0.6859789566192911,8,4.082092448141791,0.0185793204654266,1.029237404290397,0.1631346837406701,0.115443102919414,0.0921056346156941,0.7978444124114478,0.1,8.373239510517653e-05,1.029237404290397,0.4671018460764322,0.3441679779633149,0.2715756950774906,0.2449037952361176,0.082352066633449,0.048700722326295,0.0185793204654266,JAM2,0,0
brain_cerebellar_hemisphere,brain_nucleus_accumbens_basal_ganglia,2.0074067762840477,0.2755910131357795,0.6534061830645765,8,4.834491138171681,0.023839289161015,0.6635261646625279,0.2401038584877389,0.5604459383727264,0.1115331318065118,0.1990078331736189,0.1,0.0001013937561877,0.6635261646625279,0.3924885471179888,0.3641678651006433,0.2477149110748181,0.19148923851718,0.0740407432520436,0.05014001739783,0.023839289161015,JAM2,0,0
