cv_repeat,response,method,tissue,standardized_sse,raw_sse,test_samples,standardized_mse,raw_mse
0,SH2D2A,ARMUL,brain_hypothalamus,151.0908118255323,15.797280421078174,202,0.7479743159679817,0.07820435852018898
0,SH2D2A,ARMUL,brain_nucleus_accumbens_basal_ganglia,146.03046491068827,10.890159728407879,246,0.5936197760597084,0.04426894198539788
0,SH2D2A,ARMUL,brain_putamen_basal_ganglia,106.1242875027836,9.584834578694398,205,0.5176794512330908,0.04675529062777755
0,SH2D2A,ARMUL,brain_spinal_cord_cervical_c-1,98.19205810347893,16.64180144470945,159,0.6175601138583581,0.1046654178912544
0,SH2D2A,COVER,brain_amygdala,191.83967863274435,14.095110255711067,152,1.262103148899634,0.09273098852441491
0,SH2D2A,COVER,brain_anterior_cingulate_cortex_ba24,154.69731946254072,13.125325785464955,176,0.8789620424007996,0.07457571469014179
0,SH2D2A,COVER,brain_caudate_basal_ganglia,149.16478213625976,13.236584101138131,246,0.6063609029929259,0.05380725244365094
0,SH2D2A,COVER,brain_cerebellar_hemisphere,139.2737612152674,4.0463368782711395,215,0.6477849358849647,0.01882017152684251
0,SH2D2A,COVER,brain_cerebellum,129.1970164669511,8.00929746949126,241,0.5360872052570586,0.03323359945846996
0,SH2D2A,COVER,brain_cortex,121.99997226968995,10.978363898656944,255,0.4784312638027057,0.04305240744571351
0,SH2D2A,COVER,brain_frontal_cortex_ba9,94.61302378547057,9.590529231804888,209,0.45269389371038554,0.0458876996737076
0,SH2D2A,COVER,brain_hypothalamus,142.32718063384138,14.837254623933562,202,0.7045900031378286,0.07345175556402754
0,SH2D2A,COVER,brain_nucleus_accumbens_basal_ganglia,150.5340555060724,11.115540344596994,246,0.6119270549027334,0.0451851233520203
0,SH2D2A,COVER,brain_putamen_basal_ganglia,99.66842327009732,9.003287165092337,205,0.4861874305858406,0.04391847397606018
0,SH2D2A,COVER,brain_spinal_cord_cervical_c-1,90.79473228527662,15.334734482725398,159,0.571036052108658,0.0964448709605371
0,SH2D2A,FLARCC,brain_amygdala,193.36686016678559,14.60669954118961,152,1.2721503958341156,0.09609670750782638
0,SH2D2A,FLARCC,brain_anterior_cingulate_cortex_ba24,174.15926463503052,14.364958916291792,176,0.9895412763354007,0.08161908475165791
0,SH2D2A,FLARCC,brain_caudate_basal_ganglia,147.33153390164244,13.111613941070775,246,0.5989086743969205,0.05329924366288933
0,SH2D2A,FLARCC,brain_cerebellar_hemisphere,136.29165343596128,3.966353247218452,215,0.6339146671440059,0.01844815463822536
